COM,NCOM,NREG,F65-79,F80+,H65-79,H80+,latitude,longitude
1274,Les Neyrolles,Auvergne-Rhône-Alpes,45,13,31.0,14.0,46.1342937114,5.63714517869
1275,Neyron,Auvergne-Rhône-Alpes,191,48,174.0,35.0,45.8184192468,4.9309045685
1276,Niévroz,Auvergne-Rhône-Alpes,81,18,78.0,20.0,45.8222941077,5.05949629195
1277,Nivollet-Montgriffon,Auvergne-Rhône-Alpes,5,1,9.0,5.0,45.9999448244,5.45847815374
1279,Oncieu,Auvergne-Rhône-Alpes,3,8,8.0,4.0,45.9651165469,5.47146617499
1280,Ordonnaz,Auvergne-Rhône-Alpes,9,7,11.0,7.0,45.8339690378,5.5395794296
1281,Ornex,Auvergne-Rhône-Alpes,197,109,168.0,48.0,46.2774557513,6.09454723599
1282,Outriaz,Auvergne-Rhône-Alpes,18,8,24.0,3.0,46.067796636,5.55697547429
1283,Oyonnax,Auvergne-Rhône-Alpes,1448,735,1442.0,412.0,46.2605435859,5.65344320923
1283,Oyonnax,Auvergne-Rhône-Alpes,1448,735,1442.0,412.0,46.2605435859,5.65344320923
1283,Oyonnax,Auvergne-Rhône-Alpes,1448,735,1442.0,412.0,46.2605435859,5.65344320923
1284,Ozan,Auvergne-Rhône-Alpes,40,17,31.0,11.0,46.3867168877,4.91805840196
1285,Parcieux,Auvergne-Rhône-Alpes,73,18,85.0,15.0,45.9184267932,4.82747423402
1286,Parves et Nattages,Auvergne-Rhône-Alpes,77,31,101.0,9.0,45.7437340183,5.73800737134
1286,Parves et Nattages,Auvergne-Rhône-Alpes,77,31,101.0,9.0,45.7437340183,5.73800737134
1288,Péron,Auvergne-Rhône-Alpes,94,35,100.0,19.0,46.1913554154,5.91968751164
1289,Péronnas,Auvergne-Rhône-Alpes,621,335,523.0,212.0,46.1711903413,5.21802169564
1290,Pérouges,Auvergne-Rhône-Alpes,97,61,95.0,24.0,45.8803945768,5.17955874977
1291,Perrex,Auvergne-Rhône-Alpes,58,20,65.0,18.0,46.2465065604,4.97464940331
1293,Peyriat,Auvergne-Rhône-Alpes,12,4,7.0,1.0,46.1498184067,5.50572312284
1294,Peyrieu,Auvergne-Rhône-Alpes,61,28,59.0,17.0,45.6762428663,5.67912809192
1295,Peyzieux-sur-Saône,Auvergne-Rhône-Alpes,12,6,19.0,6.0,46.1226331853,4.82243226719
1296,Pirajoux,Auvergne-Rhône-Alpes,24,12,27.0,9.0,46.385801285,5.27417594024
1297,Pizay,Auvergne-Rhône-Alpes,47,14,37.0,12.0,45.8928509581,5.08915465965
1298,Plagne,Auvergne-Rhône-Alpes,15,2,17.0,1.0,46.1883038423,5.71763811249
1299,Le Plantay,Auvergne-Rhône-Alpes,31,6,32.0,8.0,46.0230264227,5.08912046926
1301,Polliat,Auvergne-Rhône-Alpes,201,76,187.0,61.0,46.2463108642,5.13794412439
1302,Pollieu,Auvergne-Rhône-Alpes,19,5,17.0,5.0,45.7965373468,5.74794515549
1303,Poncin,Auvergne-Rhône-Alpes,133,68,120.0,37.0,46.089530586,5.41681266947
1304,Pont-d'Ain,Auvergne-Rhône-Alpes,199,127,180.0,68.0,46.0542077091,5.34703652618
1305,Pont-de-Vaux,Auvergne-Rhône-Alpes,183,229,157.0,115.0,46.4422864477,4.92862459427
1306,Pont-de-Veyle,Auvergne-Rhône-Alpes,133,126,103.0,72.0,46.2637215091,4.88186068102
1307,Port,Auvergne-Rhône-Alpes,69,30,65.0,21.0,46.155963139,5.57615832883
1308,Pougny,Auvergne-Rhône-Alpes,59,13,54.0,11.0,46.1450914685,5.95100479291
1309,Pouillat,Auvergne-Rhône-Alpes,4,5,7.0,3.0,46.3219301481,5.42318000482
1310,Prémeyzel,Auvergne-Rhône-Alpes,9,4,18.0,3.0,45.6806263123,5.64396081449
1311,Prémillieu,Auvergne-Rhône-Alpes,0,2,6.0,1.0,45.876457149,5.56475010385
1313,Prévessin-Moëns,Auvergne-Rhône-Alpes,372,95,322.0,65.0,46.25827228,6.07223251859
1313,Prévessin-Moëns,Auvergne-Rhône-Alpes,372,95,322.0,65.0,46.25827228,6.07223251859
1314,Priay,Auvergne-Rhône-Alpes,93,58,91.0,31.0,46.0197521486,5.28523353803
1317,Ramasse,Auvergne-Rhône-Alpes,17,6,16.0,9.0,46.1905550894,5.35572056985
1318,Rancé,Auvergne-Rhône-Alpes,40,5,37.0,7.0,45.9673905154,4.86343025951
1319,Relevant,Auvergne-Rhône-Alpes,27,15,31.0,8.0,46.0843657897,4.94176845356
1320,Replonges,Auvergne-Rhône-Alpes,304,97,271.0,91.0,46.3077356023,4.8746938271
1321,Revonnas,Auvergne-Rhône-Alpes,66,13,64.0,10.0,46.1615355815,5.33543916388
1322,Reyrieux,Auvergne-Rhône-Alpes,318,208,311.0,103.0,45.9367652442,4.82840395968
1323,Reyssouze,Auvergne-Rhône-Alpes,85,23,74.0,24.0,46.4285569061,4.91285056272
1325,Rignieux-le-Franc,Auvergne-Rhône-Alpes,80,11,74.0,5.0,45.9518762734,5.16936671105
1328,Romans,Auvergne-Rhône-Alpes,35,44,45.0,23.0,46.1237520756,5.0217131176
1329,Rossillon,Auvergne-Rhône-Alpes,17,6,18.0,4.0,45.8363854589,5.59926863007
1330,Ruffieu,Auvergne-Rhône-Alpes,15,11,19.0,6.0,46.0037108867,5.65322391497
1331,Saint-Alban,Auvergne-Rhône-Alpes,5,9,7.0,9.0,46.0983335519,5.45573839846
1332,Saint-André-de-Bâgé,Auvergne-Rhône-Alpes,53,10,52.0,7.0,46.298541568,4.91411565769
1333,Saint-André-de-Corcy,Auvergne-Rhône-Alpes,244,126,234.0,59.0,45.927001954,4.95373324492
1334,Saint-André-d'Huiriat,Auvergne-Rhône-Alpes,25,9,31.0,6.0,46.2140960915,4.91291358797
1335,Saint-André-le-Bouchoux,Auvergne-Rhône-Alpes,23,3,20.0,7.0,46.1131399612,5.0802376895
1336,Saint-André-sur-Vieux-Jonc,Auvergne-Rhône-Alpes,84,29,91.0,17.0,46.1492410532,5.14175200148
1337,Saint-Bénigne,Auvergne-Rhône-Alpes,104,30,95.0,34.0,46.4519173207,4.95309825903
1338,Groslée-Saint-Benoit,Auvergne-Rhône-Alpes,84,40,91.0,22.0,45.6891842277,5.5843972561
1338,Groslée-Saint-Benoit,Auvergne-Rhône-Alpes,84,40,91.0,22.0,45.6891842277,5.5843972561
1339,Saint-Bernard,Auvergne-Rhône-Alpes,134,73,113.0,45.0,45.9493830581,4.74276628471
1342,Sainte-Croix,Auvergne-Rhône-Alpes,27,6,31.0,5.0,45.895522477,5.04935536228
1343,Saint-Cyr-sur-Menthon,Auvergne-Rhône-Alpes,97,41,112.0,25.0,46.2754005606,4.96757105158
1344,Saint-Denis-lès-Bourg,Auvergne-Rhône-Alpes,514,260,495.0,172.0,46.2111998453,5.18462806771
1345,Saint-Denis-en-Bugey,Auvergne-Rhône-Alpes,179,73,168.0,37.0,45.9488551151,5.32367701698
1346,Saint-Didier-d'Aussiat,Auvergne-Rhône-Alpes,50,33,52.0,18.0,46.3069992095,5.05820697692
1347,Saint-Didier-de-Formans,Auvergne-Rhône-Alpes,147,33,146.0,28.0,45.9564926067,4.77766764875
1348,Saint-Didier-sur-Chalaronne,Auvergne-Rhône-Alpes,231,89,186.0,62.0,46.1840408682,4.81645666173
1349,Saint-Éloi,Auvergne-Rhône-Alpes,37,7,46.0,6.0,45.9322494861,5.15187041178
1350,Saint-Étienne-du-Bois,Auvergne-Rhône-Alpes,222,99,196.0,67.0,46.2749447261,5.28428557632
1351,Saint-Étienne-sur-Chalaronne,Auvergne-Rhône-Alpes,75,40,67.0,25.0,46.1468059584,4.86696454244
1352,Saint-Étienne-sur-Reyssouze,Auvergne-Rhône-Alpes,36,15,46.0,18.0,46.4030398952,5.00605581573
1353,Sainte-Euphémie,Auvergne-Rhône-Alpes,73,27,82.0,11.0,45.9669798317,4.79478189169
1354,Saint-Genis-Pouilly,Auvergne-Rhône-Alpes,546,170,474.0,128.0,46.254539333,6.0362907345
1355,Saint-Genis-sur-Menthon,Auvergne-Rhône-Alpes,23,15,25.0,4.0,46.2815955593,5.01311826405
1356,Saint-Georges-sur-Renon,Auvergne-Rhône-Alpes,18,3,6.0,2.0,46.1037951263,5.03001967494
1357,Saint-Germain-de-Joux,Auvergne-Rhône-Alpes,34,6,34.0,7.0,46.1821955394,5.74672259773
1358,Saint-Germain-les-Paroisses,Auvergne-Rhône-Alpes,39,12,27.0,17.0,45.7709749249,5.61753440834
1359,Saint-Germain-sur-Renon,Auvergne-Rhône-Alpes,15,4,15.0,5.0,46.0797285417,5.06090903982
1360,Saint-Jean-de-Gonville,Auvergne-Rhône-Alpes,89,26,78.0,15.0,46.2178585727,5.94203093769
1361,Saint-Jean-de-Niost,Auvergne-Rhône-Alpes,95,29,96.0,23.0,45.8405002569,5.21167430462
1362,Saint-Jean-de-Thurigneux,Auvergne-Rhône-Alpes,37,10,40.0,14.0,45.9598424323,4.89936410681
1363,Saint-Jean-le-Vieux,Auvergne-Rhône-Alpes,118,67,99.0,39.0,46.0291437714,5.38252835538
1364,Saint-Jean-sur-Reyssouze,Auvergne-Rhône-Alpes,61,35,56.0,23.0,46.3972479854,5.06297763777
1365,Saint-Jean-sur-Veyle,Auvergne-Rhône-Alpes,66,35,83.0,19.0,46.2683632132,4.92198366998
1366,Sainte-Julie,Auvergne-Rhône-Alpes,45,11,43.0,13.0,45.8819723176,5.28452304614
1367,Saint-Julien-sur-Reyssouze,Auvergne-Rhône-Alpes,55,29,55.0,18.0,46.3997655501,5.10354296019
1368,Saint-Julien-sur-Veyle,Auvergne-Rhône-Alpes,50,13,48.0,12.0,46.2014862081,4.959356342
1369,Saint-Just,Auvergne-Rhône-Alpes,67,28,76.0,12.0,46.1929758576,5.28494181398
1370,Saint-Laurent-sur-Saône,Auvergne-Rhône-Alpes,104,133,83.0,35.0,46.3051486294,4.83949202669
1371,Saint-Marcel,Auvergne-Rhône-Alpes,45,13,47.0,11.0,45.9485803654,4.9896671017
1372,Saint-Martin-de-Bavel,Auvergne-Rhône-Alpes,22,13,34.0,8.0,45.848212674,5.67889099153
1373,Saint-Martin-du-Frêne,Auvergne-Rhône-Alpes,67,34,66.0,23.0,46.135983782,5.57106016428
1374,Saint-Martin-du-Mont,Auvergne-Rhône-Alpes,122,50,143.0,31.0,46.1061500835,5.32551470817
1375,Saint-Martin-le-Châtel,Auvergne-Rhône-Alpes,47,23,53.0,13.0,46.291445874,5.12291715091
1376,Saint-Maurice-de-Beynost,Auvergne-Rhône-Alpes,269,154,230.0,89.0,45.8343709108,4.97726215174
1378,Saint-Maurice-de-Gourdans,Auvergne-Rhône-Alpes,148,52,143.0,39.0,45.8200191939,5.16980415584
1379,Saint-Maurice-de-Rémens,Auvergne-Rhône-Alpes,45,16,41.0,15.0,45.9527471237,5.2708276475
1380,Saint-Nizier-le-Bouchoux,Auvergne-Rhône-Alpes,50,27,63.0,24.0,46.4528537121,5.1759906585
1381,Saint-Nizier-le-Désert,Auvergne-Rhône-Alpes,38,11,51.0,8.0,46.052861561,5.14246131764
1382,Sainte-Olive,Auvergne-Rhône-Alpes,22,3,23.0,4.0,46.0142006121,4.93624894982
1383,Saint-Paul-de-Varax,Auvergne-Rhône-Alpes,99,34,102.0,22.0,46.0956691617,5.12762470203
1384,Saint-Rambert-en-Bugey,Auvergne-Rhône-Alpes,146,123,132.0,55.0,45.9504631708,5.44017084612
1385,Saint-Rémy,Auvergne-Rhône-Alpes,69,21,60.0,23.0,46.1846642149,5.16771354778
1386,Saint-Sorlin-en-Bugey,Auvergne-Rhône-Alpes,76,31,72.0,26.0,45.886308438,5.37608915006
1387,Saint-Sulpice,Auvergne-Rhône-Alpes,11,5,12.0,2.0,46.3209806116,5.04148389346
1388,Saint-Trivier-de-Courtes,Auvergne-Rhône-Alpes,104,109,101.0,54.0,46.4612969335,5.06679195727
1389,Saint-Trivier-sur-Moignans,Auvergne-Rhône-Alpes,114,98,103.0,44.0,46.0618477991,4.90158948884
1390,Saint-Vulbas,Auvergne-Rhône-Alpes,55,53,62.0,23.0,45.8222315102,5.27019602929
1391,Salavre,Auvergne-Rhône-Alpes,36,12,36.0,7.0,46.3635396668,5.34742387197
1392,Samognat,Auvergne-Rhône-Alpes,36,6,36.0,14.0,46.2648715781,5.58607689306
1393,Sandrans,Auvergne-Rhône-Alpes,19,7,30.0,8.0,46.0656961548,4.98282673172
1396,Sault-Brénaz,Auvergne-Rhône-Alpes,83,36,79.0,19.0,45.8654038798,5.40416104083
1397,Sauverny,Auvergne-Rhône-Alpes,76,14,75.0,11.0,46.3126908233,6.11043836433
1398,Savigneux,Auvergne-Rhône-Alpes,51,32,63.0,18.0,45.997346828,4.8576200906
1399,Ségny,Auvergne-Rhône-Alpes,113,28,98.0,25.0,46.2935928404,6.07287743792
1400,Seillonnaz,Auvergne-Rhône-Alpes,12,4,13.0,2.0,45.7976976614,5.49810658524
1401,Sergy,Auvergne-Rhône-Alpes,122,37,102.0,42.0,46.2626243003,5.98914553194
1402,Sermoyer,Auvergne-Rhône-Alpes,49,32,40.0,28.0,46.4981991944,4.97856020441
1403,Serrières-de-Briord,Auvergne-Rhône-Alpes,89,49,84.0,43.0,45.8133219416,5.44125880379
1404,Serrières-sur-Ain,Auvergne-Rhône-Alpes,11,4,17.0,4.0,46.1466977757,5.45023362942
1405,Servas,Auvergne-Rhône-Alpes,66,14,79.0,12.0,46.1385540577,5.17887070992
1406,Servignat,Auvergne-Rhône-Alpes,15,5,15.0,3.0,46.4346497878,5.05559973107
1407,Seyssel,Auvergne-Rhône-Alpes,71,27,66.0,20.0,45.9484118176,5.82616979887
1408,Simandre-sur-Suran,Auvergne-Rhône-Alpes,40,16,52.0,10.0,46.2340471594,5.42240815305
1410,Sonthonnax-la-Montagne,Auvergne-Rhône-Alpes,22,4,20.0,3.0,46.2229768712,5.50566888767
1410,Sonthonnax-la-Montagne,Auvergne-Rhône-Alpes,22,4,20.0,3.0,46.2229768712,5.50566888767
1411,Souclin,Auvergne-Rhône-Alpes,18,7,19.0,7.0,45.8781798572,5.43058627512
1412,Sulignat,Auvergne-Rhône-Alpes,31,12,35.0,12.0,46.1735383313,4.95772382526
1415,Talissieu,Auvergne-Rhône-Alpes,39,55,43.0,15.0,45.8637167128,5.72090411074
1416,Tenay,Auvergne-Rhône-Alpes,67,60,99.0,31.0,45.922698278,5.51453923595
1418,Thil,Auvergne-Rhône-Alpes,60,21,68.0,19.0,45.8169214201,5.0184098869
1419,Thoiry,Auvergne-Rhône-Alpes,286,86,257.0,61.0,46.2435475879,5.96506297987
1420,Thoissey,Auvergne-Rhône-Alpes,138,184,100.0,61.0,46.1700943481,4.79387095814
1421,Torcieu,Auvergne-Rhône-Alpes,48,20,58.0,11.0,45.92125055,5.40400282244
1422,Tossiat,Auvergne-Rhône-Alpes,101,37,101.0,19.0,46.1384790158,5.30400055922
1423,Toussieux,Auvergne-Rhône-Alpes,51,10,43.0,9.0,45.959898291,4.82898610612
1424,Tramoyes,Auvergne-Rhône-Alpes,105,24,115.0,24.0,45.8745670311,4.9639268325
1425,La Tranclière,Auvergne-Rhône-Alpes,28,4,26.0,4.0,46.0970027075,5.26099875456
1426,Val-Revermont,Auvergne-Rhône-Alpes,186,64,182.0,53.0,46.2803281838,5.36083165162
1426,Val-Revermont,Auvergne-Rhône-Alpes,186,64,182.0,53.0,46.2803281838,5.36083165162
1426,Val-Revermont,Auvergne-Rhône-Alpes,186,64,182.0,53.0,46.2803281838,5.36083165162
1427,Trévoux,Auvergne-Rhône-Alpes,424,168,360.0,89.0,45.940671655,4.7714415007
1428,Valeins,Auvergne-Rhône-Alpes,7,2,9.0,1.0,46.1146467438,4.86551696868
1429,Vandeins,Auvergne-Rhône-Alpes,49,11,41.0,12.0,46.217806795,5.08189056957
1430,Varambon,Auvergne-Rhône-Alpes,40,13,43.0,6.0,46.0433928197,5.2947944594
1431,Vaux-en-Bugey,Auvergne-Rhône-Alpes,79,37,77.0,33.0,45.9201205456,5.36353184193
1432,Verjon,Auvergne-Rhône-Alpes,26,8,24.0,4.0,46.3459093717,5.34853019646
1433,Vernoux,Auvergne-Rhône-Alpes,15,3,10.0,6.0,46.4848229774,5.10590413121
1434,Versailleux,Auvergne-Rhône-Alpes,24,7,28.0,7.0,45.9854373478,5.11204819151
1435,Versonnex,Auvergne-Rhône-Alpes,122,22,101.0,21.0,46.2997631425,6.10057952207
1436,Vesancy,Auvergne-Rhône-Alpes,32,20,25.0,6.0,46.3610768127,6.08470665475
1437,Vescours,Auvergne-Rhône-Alpes,16,4,18.0,8.0,46.4743960759,5.02617426573
1439,Vésines,Auvergne-Rhône-Alpes,4,5,5.0,0.0,46.3593397751,4.86265852202
1441,Vieu-d'Izenave,Auvergne-Rhône-Alpes,39,17,28.0,15.0,46.0853386653,5.54922100161
1443,Villars-les-Dombes,Auvergne-Rhône-Alpes,390,270,280.0,131.0,45.9927150222,5.04507856642
1444,Villebois,Auvergne-Rhône-Alpes,90,22,93.0,16.0,45.8485624628,5.44711117486
1445,Villemotier,Auvergne-Rhône-Alpes,42,8,44.0,7.0,46.3458538978,5.31036160991
1446,Villeneuve,Auvergne-Rhône-Alpes,75,22,76.0,21.0,46.0319048788,4.85182526102
1447,Villereversure,Auvergne-Rhône-Alpes,96,85,99.0,37.0,46.1926750369,5.3947679407
1448,Villes,Auvergne-Rhône-Alpes,30,6,17.0,8.0,46.0954293058,5.7569250415
1449,Villette-sur-Ain,Auvergne-Rhône-Alpes,32,15,38.0,9.0,46.0099989032,5.25214547187
1450,Villieu-Loyes-Mollon,Auvergne-Rhône-Alpes,194,80,172.0,64.0,45.932014998,5.22953071636
1450,Villieu-Loyes-Mollon,Auvergne-Rhône-Alpes,194,80,172.0,64.0,45.932014998,5.22953071636
1450,Villieu-Loyes-Mollon,Auvergne-Rhône-Alpes,194,80,172.0,64.0,45.932014998,5.22953071636
1451,Viriat,Auvergne-Rhône-Alpes,502,173,434.0,162.0,46.2508985632,5.22302249216
1452,Virieu-le-Grand,Auvergne-Rhône-Alpes,68,38,66.0,28.0,45.8464417872,5.63971940347
1453,Arvière-en-Valromey,Auvergne-Rhône-Alpes,56,24,61.0,16.0,45.9063608209,5.73707051523
1454,Virignin,Auvergne-Rhône-Alpes,62,23,56.0,12.0,45.7267387762,5.71282330936
1456,Vongnes,Auvergne-Rhône-Alpes,10,2,11.0,4.0,45.8129059524,5.72536666767
1457,Vonnas,Auvergne-Rhône-Alpes,259,131,233.0,78.0,46.2168871367,4.99744373712
2001,Abbécourt,Hauts-de-France,30,13,27.0,9.0,49.5991518653,3.17708232927
2002,Achery,Hauts-de-France,49,19,39.0,12.0,49.6936187791,3.39735632148
2003,Acy,Hauts-de-France,86,29,68.0,23.0,49.3471963534,3.41817609834
2004,Agnicourt-et-Séchelles,Hauts-de-France,12,5,17.0,6.0,49.7166573626,3.96043211816
2005,Aguilcourt,Hauts-de-France,24,7,26.0,1.0,49.393650796,3.96803679426
2006,Aisonville-et-Bernoville,Hauts-de-France,21,9,22.0,4.0,49.930148162,3.51120205593
2007,Aizelles,Hauts-de-France,11,3,10.0,4.0,49.4848002918,3.81870255331
2008,Aizy-Jouy,Hauts-de-France,8,6,13.0,4.0,49.4384256824,3.51149185429
2008,Aizy-Jouy,Hauts-de-France,8,6,13.0,4.0,49.4384256824,3.51149185429
2009,Alaincourt,Hauts-de-France,47,6,47.0,10.0,49.7667120841,3.36639043616
2010,Allemant,Hauts-de-France,10,0,11.0,0.0,49.4624440593,3.45394275872
2011,Ambleny,Hauts-de-France,94,37,82.0,22.0,49.3762672939,3.18334679178
2012,Ambrief,Hauts-de-France,3,1,2.0,1.0,49.3215250088,3.40362196255
2013,Amifontaine,Hauts-de-France,19,11,23.0,7.0,49.498787026,3.92278993322
2014,Amigny-Rouy,Hauts-de-France,52,11,63.0,11.0,49.6108275885,3.30289341579
2015,Ancienville,Hauts-de-France,4,1,6.0,1.0,49.2186389559,3.20808809779
2016,Andelain,Hauts-de-France,12,6,11.0,4.0,49.6411808161,3.3695440898
2017,Anguilcourt-le-Sart,Hauts-de-France,16,7,17.0,4.0,49.6940879195,3.42823182437
2018,Anizy-le-Grand,Hauts-de-France,202,98,189.0,46.0,49.5045058305,3.43129584952
2019,Annois,Hauts-de-France,30,13,34.0,7.0,49.7210674108,3.17611501401
2020,Any-Martin-Rieux,Hauts-de-France,36,19,42.0,12.0,49.8823706752,4.22351346907
2021,Archon,Hauts-de-France,8,3,6.0,3.0,49.744126618,4.11908765808
2022,Arcy-Sainte-Restitue,Hauts-de-France,23,18,26.0,9.0,49.2548799371,3.47829076337
2022,Arcy-Sainte-Restitue,Hauts-de-France,23,18,26.0,9.0,49.2548799371,3.47829076337
2023,Armentières-sur-Ourcq,Hauts-de-France,4,3,6.0,2.0,49.1734232511,3.38789647903
2024,Arrancy,Hauts-de-France,7,1,6.0,2.0,49.4989016398,3.7647230005
2025,Artemps,Hauts-de-France,21,8,24.0,7.0,49.7617999337,3.19725095546
2027,Assis-sur-Serre,Hauts-de-France,20,8,16.0,3.0,49.6803739117,3.55491692691
2028,Athies-sous-Laon,Hauts-de-France,197,97,162.0,59.0,49.5757750686,3.69006632109
2029,Attilly,Hauts-de-France,26,11,24.0,7.0,49.8554489068,3.15363305662
2030,Aubencheul-aux-Bois,Hauts-de-France,24,15,21.0,7.0,50.0239903854,3.26103215604
2031,Aubenton,Hauts-de-France,38,32,57.0,12.0,49.8252306759,4.19066939985
2032,Aubigny-aux-Kaisnes,Hauts-de-France,7,11,9.0,5.0,49.7721524634,3.1192565988
2033,Aubigny-en-Laonnois,Hauts-de-France,6,2,9.0,0.0,49.4968821185,3.79282850765
2034,Audignicourt,Hauts-de-France,2,2,6.0,1.0,49.4777157214,3.12718502825
2035,Audigny,Hauts-de-France,19,6,9.0,4.0,49.8660645425,3.6312599901
2036,Augy,Hauts-de-France,4,3,3.0,3.0,49.340063724,3.5110198819
2037,Aulnois-sous-Laon,Hauts-de-France,105,33,96.0,25.0,49.6198117499,3.60981962105
2038,Les Autels,Hauts-de-France,5,7,5.0,4.0,49.7608855336,4.22422505762
2039,Autremencourt,Hauts-de-France,9,6,6.0,2.0,49.7051244442,3.79419867292
2040,Autreppes,Hauts-de-France,11,8,9.0,4.0,49.8969849321,3.85601033505
2041,Autreville,Hauts-de-France,75,32,62.0,15.0,49.5860875305,3.23602708427
2042,Azy-sur-Marne,Hauts-de-France,29,13,29.0,7.0,49.0039701095,3.35913214045
2043,Bagneux,Hauts-de-France,3,3,4.0,1.0,49.4601139731,3.27945330014
2044,Bancigny,Hauts-de-France,2,0,3.0,0.0,49.7978711595,4.03669866073
2046,Barenton-Bugny,Hauts-de-France,42,18,34.0,6.0,49.6218589779,3.66103056579
2047,Barenton-Cel,Hauts-de-France,6,5,6.0,1.0,49.6477517259,3.64469997459
2048,Barenton-sur-Serre,Hauts-de-France,6,4,6.0,4.0,49.66833977,3.68940610952
2049,Barisis-aux-Bois,Hauts-de-France,70,23,59.0,18.0,49.577979369,3.32804487461
2050,Barzy-en-Thiérache,Hauts-de-France,27,10,23.0,4.0,50.0395375873,3.74901595409
2051,Barzy-sur-Marne,Hauts-de-France,35,14,32.0,15.0,49.0906196202,3.56214117254
2052,Bassoles-Aulers,Hauts-de-France,11,6,9.0,1.0,49.5332813699,3.38492604839
2053,Vallées en Champagne,Hauts-de-France,42,23,44.0,13.0,48.9896915811,3.60486686026
2053,Vallées en Champagne,Hauts-de-France,42,23,44.0,13.0,48.9896915811,3.60486686026
2053,Vallées en Champagne,Hauts-de-France,42,23,44.0,13.0,48.9896915811,3.60486686026
2054,Bazoches-et-Saint-Thibaut,Hauts-de-France,40,9,35.0,12.0,49.3070586788,3.61583126589
2055,Beaumé,Hauts-de-France,11,4,11.0,5.0,49.8211281836,4.15200066545
2056,Beaumont-en-Beine,Hauts-de-France,10,2,11.0,3.0,49.6874633882,3.13133369335
2057,Beaurevoir,Hauts-de-France,110,89,91.0,30.0,49.9965608612,3.32970842537
2058,Beaurieux,Hauts-de-France,43,26,41.0,12.0,49.402806797,3.75287161991
2059,Beautor,Hauts-de-France,222,90,180.0,51.0,49.648319958,3.33811188104
2060,Beauvois-en-Vermandois,Hauts-de-France,20,9,20.0,6.0,49.8339921767,3.10282045546
2061,Becquigny,Hauts-de-France,12,5,12.0,3.0,50.0158703814,3.45898644538
2062,Belleau,Hauts-de-France,7,3,8.0,0.0,49.0829128265,3.30049173293
2063,Bellenglise,Hauts-de-France,35,6,24.0,6.0,49.9261057081,3.2441994692
2064,Belleu,Hauts-de-France,360,288,318.0,129.0,49.3567574344,3.34051688283
2065,Bellicourt,Hauts-de-France,39,17,39.0,5.0,49.9592991729,3.23020850852
2066,Benay,Hauts-de-France,15,4,15.0,2.0,49.755094123,3.30909898139
2067,Bergues-sur-Sambre,Hauts-de-France,14,4,24.0,4.0,50.0294686238,3.711371001
2068,Berlancourt,Hauts-de-France,9,2,7.0,2.0,49.7808533631,3.75710714699
2069,Berlise,Hauts-de-France,11,5,9.0,4.0,49.6622290606,4.11314086897
2070,Bernot,Hauts-de-France,31,17,27.0,9.0,49.8793651304,3.48665456392
2071,Berny-Rivière,Hauts-de-France,40,15,46.0,9.0,49.4113288887,3.14975272702
2072,Berrieux,Hauts-de-France,6,6,14.0,1.0,49.4823563962,3.8521031839
2073,Berry-au-Bac,Hauts-de-France,36,12,41.0,8.0,49.4084985083,3.8985497785
2074,Bertaucourt-Epourdon,Hauts-de-France,41,5,43.0,9.0,49.6276056573,3.39748988886
2075,Berthenicourt,Hauts-de-France,14,5,14.0,3.0,49.7788058177,3.37247241058
2076,Bertricourt,Hauts-de-France,6,2,4.0,0.0,49.3975285682,4.01146178698
2077,Berzy-le-Sec,Hauts-de-France,31,9,24.0,5.0,49.3172125296,3.29666086699
2078,Besmé,Hauts-de-France,8,1,12.0,2.0,49.5341682819,3.16474171361
2079,Besmont,Hauts-de-France,16,7,13.0,6.0,49.823361306,4.11768907822
2080,Besny-et-Loizy,Hauts-de-France,26,7,25.0,8.0,49.5928792816,3.57657238799
2081,Béthancourt-en-Vaux,Hauts-de-France,26,10,23.0,9.0,49.6290547772,3.14064657935
2082,Beugneux,Hauts-de-France,8,2,5.0,3.0,49.2275759309,3.41647403702
2083,Beuvardes,Hauts-de-France,46,22,46.0,13.0,49.1308547007,3.49165019107
2084,Bézu-le-Guéry,Hauts-de-France,9,9,15.0,0.0,49.0102591835,3.22764610411
2085,Bézu-Saint-Germain,Hauts-de-France,31,9,30.0,10.0,49.1046732888,3.40812513224
2086,Bichancourt,Hauts-de-France,81,32,73.0,18.0,49.578776546,3.21263017443
2087,Bieuxy,Hauts-de-France,3,0,4.0,0.0,49.4476050585,3.26985890807
2088,Bièvres,Hauts-de-France,8,1,5.0,3.0,49.4921822965,3.7137356904
2089,Billy-sur-Aisne,Hauts-de-France,117,49,109.0,24.0,49.3556556532,3.37609947556
2090,Billy-sur-Ourcq,Hauts-de-France,12,5,10.0,1.0,49.2215032882,3.29903267663
2091,Blanzy-lès-Fismes,Hauts-de-France,8,2,8.0,5.0,49.3372673738,3.671868408
2093,Blérancourt,Hauts-de-France,97,46,86.0,32.0,49.5076223945,3.15179502187
2094,Blesmes,Hauts-de-France,38,7,37.0,3.0,49.0264919363,3.46405474705
2095,Bohain-en-Vermandois,Hauts-de-France,436,248,366.0,119.0,49.989032874,3.46522354976
2096,Bois-lès-Pargny,Hauts-de-France,13,2,10.0,3.0,49.7369350689,3.65414834535
2097,Boncourt,Hauts-de-France,14,6,12.0,5.0,49.6264861998,3.956447719
2098,Bonneil,Hauts-de-France,22,12,22.0,7.0,49.0082419817,3.3459478468
