COM,NCOM,NREG,F65-79,F80+,H65-79,H80+,latitude,longitude
2318,Folembray,Hauts-de-France,90,53,78.0,32.0,49.5492820594,3.29319165625
2319,Fonsomme,Hauts-de-France,31,11,35.0,5.0,49.9012467271,3.39650664791
2320,Fontaine-lès-Clercs,Hauts-de-France,16,9,13.0,4.0,49.8078439274,3.21253412905
2321,Fontaine-lès-Vervins,Hauts-de-France,69,21,58.0,15.0,49.8537390603,3.90543025367
2322,Fontaine-Notre-Dame,Hauts-de-France,27,11,30.0,3.0,49.8785724713,3.42380596752
2323,Fontaine-Uterte,Hauts-de-France,8,3,8.0,0.0,49.9252841672,3.36796234214
2324,Fontenelle,Hauts-de-France,17,11,18.0,6.0,50.0309452362,3.84625365761
2326,Fontenoy,Hauts-de-France,51,14,47.0,9.0,49.4099999437,3.19454758662
2327,Foreste,Hauts-de-France,21,3,13.0,2.0,49.8055794029,3.09615936707
2328,Fossoy,Hauts-de-France,31,13,39.0,11.0,49.044990122,3.48523126715
2329,Fourdrain,Hauts-de-France,20,15,23.0,12.0,49.6194184451,3.46049121118
2330,Francilly-Selency,Hauts-de-France,51,16,45.0,11.0,49.8546596853,3.22822036861
2331,Franqueville,Hauts-de-France,10,6,7.0,4.0,49.8164125588,3.79770261738
2332,Fresnes-en-Tardenois,Hauts-de-France,15,10,18.0,5.0,49.1427948273,3.54893406985
2333,Fresnes-sous-Coucy,Hauts-de-France,10,2,13.0,3.0,49.5548078585,3.37018022508
2334,Fresnoy-le-Grand,Hauts-de-France,238,112,195.0,72.0,49.9540724704,3.41858032499
2335,Fressancourt,Hauts-de-France,11,3,11.0,4.0,49.6284783975,3.42727910427
2336,Frières-Faillouël,Hauts-de-France,53,16,58.0,9.0,49.6835552621,3.23680430341
2337,Froidestrées,Hauts-de-France,12,3,13.0,1.0,49.9427092508,3.91032175248
2338,Froidmont-Cohartille,Hauts-de-France,17,11,12.0,3.0,49.6818768902,3.72070844849
2339,Gandelu,Hauts-de-France,41,18,39.0,12.0,49.0832089104,3.18156231552
2340,Gauchy,Hauts-de-France,523,193,418.0,108.0,49.8234688599,3.28649189661
2341,Gercy,Hauts-de-France,23,4,26.0,6.0,49.8158108138,3.87133277309
2342,Gergny,Hauts-de-France,8,5,5.0,3.0,49.9326319225,3.92972384714
2343,Germaine,Hauts-de-France,3,2,3.0,1.0,49.8124843843,3.11903042429
2345,Gibercourt,Hauts-de-France,2,0,2.0,0.0,49.7393520234,3.28269647304
2346,Gizy,Hauts-de-France,70,22,66.0,11.0,49.6104960814,3.76786152197
2347,Gland,Hauts-de-France,51,12,39.0,11.0,49.0579740538,3.45713931457
2349,Goudelancourt-lès-Berrieux,Hauts-de-France,0,3,5.0,1.0,49.4946764579,3.85858670968
2350,Goudelancourt-lès-Pierrepont,Hauts-de-France,7,6,16.0,3.0,49.6783296824,3.85162740345
2351,Goussancourt,Hauts-de-France,6,5,3.0,6.0,49.1608459229,3.65658681802
2352,Gouy,Hauts-de-France,39,18,35.0,10.0,49.9987486908,3.26458305638
2353,Grandlup-et-Fay,Hauts-de-France,21,14,19.0,4.0,49.6512687794,3.73646950468
2354,Grandrieux,Hauts-de-France,6,2,8.0,0.0,49.7291718471,4.1879249496
2355,Gricourt,Hauts-de-France,58,13,44.0,7.0,49.8869947757,3.23960817466
2356,Grisolles,Hauts-de-France,11,3,15.0,0.0,49.130183511,3.37217369933
2357,Gronard,Hauts-de-France,4,2,3.0,2.0,49.7963196915,3.88176918551
2358,Grougis,Hauts-de-France,18,12,27.0,5.0,49.9508110437,3.53098081744
2359,Grugies,Hauts-de-France,83,26,81.0,19.0,49.8100941328,3.2751623814
2360,Villeneuve-sur-Aisne,Hauts-de-France,231,95,185.0,53.0,49.4433017606,3.95534582458
2361,Guise,Hauts-de-France,431,343,340.0,125.0,49.8960415076,3.62476062929
2362,Guivry,Hauts-de-France,12,9,17.0,3.0,49.651625761,3.12103476493
2363,Guny,Hauts-de-France,39,16,29.0,5.0,49.5120153085,3.26082658052
2364,Guyencourt,Hauts-de-France,10,8,16.0,2.0,49.3573380108,3.84132930883
2366,Hannapes,Hauts-de-France,16,10,20.0,4.0,49.9771158104,3.61442642232
2367,Happencourt,Hauts-de-France,8,2,7.0,3.0,49.7825905619,3.1831286327
2368,Haramont,Hauts-de-France,38,19,32.0,13.0,49.2872759039,3.03148977109
2369,Harcigny,Hauts-de-France,22,10,20.0,8.0,49.80256362,3.9828364762
2370,Hargicourt,Hauts-de-France,31,19,29.0,7.0,49.9664492878,3.19055510378
2371,Harly,Hauts-de-France,182,74,130.0,52.0,49.8407051764,3.33484724239
2372,Hartennes-et-Taux,Hauts-de-France,21,13,26.0,5.0,49.2789534457,3.35763287633
2373,Hary,Hauts-de-France,21,5,14.0,8.0,49.797388651,3.91927403736
2374,Lehaucourt,Hauts-de-France,61,22,41.0,14.0,49.911760676,3.27675235436
2375,Hautevesnes,Hauts-de-France,11,2,5.0,0.0,49.1088469374,3.2356780284
2376,Hauteville,Hauts-de-France,10,8,7.0,4.0,49.8884981223,3.52369340599
2377,Haution,Hauts-de-France,8,6,10.0,5.0,49.8721128525,3.82719888249
2378,La Hérie,Hauts-de-France,17,3,11.0,5.0,49.8838269882,4.04360657052
2379,Le Hérie-la-Viéville,Hauts-de-France,16,11,17.0,7.0,49.8222697536,3.65376324724
2380,Hinacourt,Hauts-de-France,1,1,3.0,1.0,49.7459956466,3.29422566384
2381,Hirson,Hauts-de-France,717,457,551.0,168.0,49.9426458618,4.10483732841
2382,Holnon,Hauts-de-France,132,35,118.0,25.0,49.8612556888,3.20085325892
2383,Homblières,Hauts-de-France,108,45,93.0,18.0,49.8577543083,3.37495127984
2384,Houry,Hauts-de-France,5,0,2.0,1.0,49.7861780633,3.84806416077
2385,Housset,Hauts-de-France,13,3,16.0,2.0,49.7961649956,3.69539262425
2386,Iron,Hauts-de-France,25,6,14.0,9.0,49.9504309458,3.6652978953
2387,Itancourt,Hauts-de-France,84,34,75.0,18.0,49.803442885,3.34942752527
2388,Iviers,Hauts-de-France,24,7,21.0,8.0,49.7858863872,4.13552902559
2389,Jaulgonne,Hauts-de-France,41,35,49.0,26.0,49.0895236955,3.53359601877
2390,Jeancourt,Hauts-de-France,13,9,9.0,4.0,49.9288562683,3.14778805313
2391,Jeantes,Hauts-de-France,14,12,12.0,5.0,49.8127276252,4.06715502895
2392,Joncourt,Hauts-de-France,23,7,23.0,7.0,49.9601487798,3.30407272701
2393,Jouaignes,Hauts-de-France,8,3,8.0,1.0,49.2928418789,3.52818628425
2395,Jumencourt,Hauts-de-France,3,3,10.0,1.0,49.5122950231,3.34939792383
2396,Jumigny,Hauts-de-France,3,2,1.0,1.0,49.4083834603,3.72524669282
2397,Jussy,Hauts-de-France,72,35,65.0,21.0,49.7172050931,3.23611732777
2398,Juvigny,Hauts-de-France,14,11,16.0,4.0,49.44857677,3.31533781107
2399,Juvincourt-et-Damary,Hauts-de-France,31,10,32.0,7.0,49.4468853425,3.89147198339
2400,Laffaux,Hauts-de-France,12,2,9.0,4.0,49.4494770874,3.42995693216
2401,Laigny,Hauts-de-France,13,9,15.0,5.0,49.8631466398,3.86133626518
2402,Lanchy,Hauts-de-France,5,1,2.0,2.0,49.8292105187,3.07415428089
2403,Landifay-et-Bertaignemont,Hauts-de-France,25,10,11.0,8.0,49.8255553996,3.60399989958
2404,Landouzy-la-Cour,Hauts-de-France,6,6,10.0,1.0,49.8441415789,3.99358286375
2405,Landouzy-la-Ville,Hauts-de-France,43,19,30.0,8.0,49.8562890185,4.05045506584
2406,Landricourt,Hauts-de-France,8,2,4.0,6.0,49.505420346,3.36950507041
2407,Laniscourt,Hauts-de-France,9,5,11.0,1.0,49.5469118723,3.53406747358
2408,Laon,Hauts-de-France,1865,1050,1316.0,403.0,49.5679724897,3.62089561902
2409,Lappion,Hauts-de-France,16,11,12.0,3.0,49.5898015281,3.96457967258
2410,Largny-sur-Automne,Hauts-de-France,10,4,15.0,3.0,49.2610748419,3.05411123113
2411,Latilly,Hauts-de-France,6,2,9.0,3.0,49.1538863119,3.31218468893
2412,Launoy,Hauts-de-France,4,1,6.0,1.0,49.2629984132,3.4054374314
2413,Laval-en-Laonnois,Hauts-de-France,16,4,19.0,1.0,49.5029905064,3.58758242212
2414,Lavaqueresse,Hauts-de-France,15,7,18.0,4.0,49.9465387553,3.7166420191
2415,Laversine,Hauts-de-France,3,3,12.0,1.0,49.3528718857,3.15459651522
2416,Lemé,Hauts-de-France,29,17,29.0,20.0,49.843926232,3.7576717994
2417,Lempire,Hauts-de-France,13,2,8.0,2.0,49.9953429453,3.17401503527
2418,Lerzy,Hauts-de-France,16,9,14.0,3.0,49.9499258495,3.88135093149
2419,Leschelle,Hauts-de-France,29,12,26.0,9.0,49.9605709227,3.77740709683
2420,Lesdins,Hauts-de-France,85,21,86.0,12.0,49.9043632178,3.31462117869
2421,Lesges,Hauts-de-France,1,2,6.0,2.0,49.309828392,3.50034767893
2422,Lesquielles-Saint-Germain,Hauts-de-France,52,27,53.0,13.0,49.931687068,3.62808644318
2423,Leuilly-sous-Coucy,Hauts-de-France,22,11,23.0,5.0,49.4734455044,3.35288205414
2424,Leury,Hauts-de-France,11,2,14.0,3.0,49.4269529918,3.34130922178
2425,Leuze,Hauts-de-France,11,8,11.0,3.0,49.8578215993,4.16963845435
2426,Levergies,Hauts-de-France,35,13,32.0,10.0,49.9345380686,3.31185579217
2427,Lhuys,Hauts-de-France,8,0,5.0,2.0,49.2728528048,3.54230635286
2428,Licy-Clignon,Hauts-de-France,3,1,6.0,0.0,49.102123319,3.26534900839
2429,Lierval,Hauts-de-France,10,3,9.0,1.0,49.4874867517,3.62227691789
2430,Liesse-Notre-Dame,Hauts-de-France,110,94,94.0,26.0,49.6108544067,3.81711786834
2431,Liez,Hauts-de-France,41,20,44.0,7.0,49.6923509874,3.30017368966
2432,Limé,Hauts-de-France,13,5,15.0,5.0,49.3234940469,3.55539520178
2433,Lislet,Hauts-de-France,25,7,25.0,1.0,49.6757265054,4.02084295692
2435,Logny-lès-Aubenton,Hauts-de-France,6,4,3.0,6.0,49.8330144048,4.2201280927
2438,Longpont,Hauts-de-France,18,9,24.0,6.0,49.2843362442,3.22069360555
2439,Les Septvallons,Hauts-de-France,44,24,53.0,11.0,49.3603355862,3.65567844397
2439,Les Septvallons,Hauts-de-France,44,24,53.0,11.0,49.3603355862,3.65567844397
2439,Les Septvallons,Hauts-de-France,44,24,53.0,11.0,49.3603355862,3.65567844397
2439,Les Septvallons,Hauts-de-France,44,24,53.0,11.0,49.3603355862,3.65567844397
2439,Les Septvallons,Hauts-de-France,44,24,53.0,11.0,49.3603355862,3.65567844397
2439,Les Septvallons,Hauts-de-France,44,24,53.0,11.0,49.3603355862,3.65567844397
2439,Les Septvallons,Hauts-de-France,44,24,53.0,11.0,49.3603355862,3.65567844397
2439,Les Septvallons,Hauts-de-France,44,24,53.0,11.0,49.3603355862,3.65567844397
2440,Lor,Hauts-de-France,8,7,13.0,1.0,49.5296668744,4.05453884406
2441,Louâtre,Hauts-de-France,11,6,12.0,7.0,49.2527947078,3.24153629897
2442,Loupeigne,Hauts-de-France,6,3,7.0,2.0,49.2411071956,3.5251073823
2443,Lucy-le-Bocage,Hauts-de-France,14,3,15.0,4.0,49.0549612755,3.27616704555
2444,Lugny,Hauts-de-France,10,5,11.0,3.0,49.782281297,3.8121953982
2445,Luzoir,Hauts-de-France,37,11,21.0,9.0,49.9271348987,3.96025090337
2446,Ly-Fontaine,Hauts-de-France,8,0,7.0,0.0,49.732033107,3.31099377857
2447,Maast-et-Violaine,Hauts-de-France,9,3,10.0,3.0,49.2931740531,3.45694908531
2448,Mâchecourt,Hauts-de-France,9,2,7.0,3.0,49.6516966172,3.83765995783
2449,Macogny,Hauts-de-France,3,3,6.0,0.0,49.1590429097,3.21784708642
2450,Macquigny,Hauts-de-France,26,8,20.0,3.0,49.8732387452,3.57070489565
2451,Magny-la-Fosse,Hauts-de-France,7,5,11.0,1.0,49.9371259007,3.27654031882
2452,Maissemy,Hauts-de-France,17,8,16.0,2.0,49.8929443672,3.1890371838
2453,Maizy,Hauts-de-France,25,11,21.0,9.0,49.377259904,3.71616526094
2454,La Malmaison,Hauts-de-France,20,9,22.0,6.0,49.5165178767,4.00048717912
2455,Malzy,Hauts-de-France,9,7,9.0,6.0,49.921297034,3.73000059946
2456,Manicamp,Hauts-de-France,22,18,26.0,4.0,49.5650654162,3.17962639988
2457,Marchais,Hauts-de-France,30,10,29.0,4.0,49.5850707567,3.82150148626
2458,Dhuys et Morin-en-Brie,Hauts-de-France,43,31,41.0,15.0,48.8935786183,3.49268121283
2458,Dhuys et Morin-en-Brie,Hauts-de-France,43,31,41.0,15.0,48.8935786183,3.49268121283
2458,Dhuys et Morin-en-Brie,Hauts-de-France,43,31,41.0,15.0,48.8935786183,3.49268121283
2458,Dhuys et Morin-en-Brie,Hauts-de-France,43,31,41.0,15.0,48.8935786183,3.49268121283
2459,Marcy,Hauts-de-France,20,2,16.0,6.0,49.8535898318,3.41135532201
2460,Marcy-sous-Marle,Hauts-de-France,14,8,16.0,11.0,49.7457495163,3.73453881149
2461,Marest-Dampcourt,Hauts-de-France,14,10,20.0,5.0,49.59443854,3.14627124688
2462,Mareuil-en-Dôle,Hauts-de-France,17,6,12.0,6.0,49.2424552782,3.56114326739
2463,Marfontaine,Hauts-de-France,2,3,3.0,1.0,49.8080469097,3.7639268819
2464,Margival,Hauts-de-France,21,18,20.0,9.0,49.432719029,3.40572977303
2465,Marigny-en-Orxois,Hauts-de-France,30,11,35.0,4.0,49.0526386182,3.22281001734
2466,Marizy-Sainte-Geneviève,Hauts-de-France,10,3,9.0,0.0,49.1825477943,3.19814247608
2467,Marizy-Saint-Mard,Hauts-de-France,3,2,2.0,1.0,49.1822693098,3.22799114728
2468,Marle,Hauts-de-France,196,132,174.0,47.0,49.7451393478,3.7652054501
2469,Marly-Gomont,Hauts-de-France,42,24,39.0,16.0,49.8913737841,3.7849871912
2470,Martigny,Hauts-de-France,31,14,32.0,10.0,49.866582249,4.13443052228
2471,Martigny-Courpierre,Hauts-de-France,6,4,7.0,1.0,49.4900405005,3.6867077549
2472,Mauregny-en-Haye,Hauts-de-France,25,15,26.0,10.0,49.5406230877,3.79762834314
2473,Mayot,Hauts-de-France,3,5,7.0,3.0,49.7090117255,3.39804766077
2474,Mennessis,Hauts-de-France,27,13,28.0,7.0,49.6918385873,3.27543313236
2476,Mennevret,Hauts-de-France,42,23,34.0,12.0,49.9919704555,3.55884133428
2477,Mercin-et-Vaux,Hauts-de-France,102,29,90.0,24.0,49.3705627456,3.27070140635
2478,Merlieux-et-Fouquerolles,Hauts-de-France,6,5,11.0,1.0,49.5137172169,3.49932983224
2480,Mesbrecourt-Richecourt,Hauts-de-France,18,11,17.0,7.0,49.710385665,3.53739733076
2481,Mesnil-Saint-Laurent,Hauts-de-France,36,10,41.0,9.0,49.8290188644,3.36454012617
2482,Meurival,Hauts-de-France,5,0,2.0,1.0,49.3567698663,3.7590616765
2483,Mézières-sur-Oise,Hauts-de-France,43,18,36.0,18.0,49.7918999939,3.38740833653
2484,Mézy-Moulins,Hauts-de-France,34,16,44.0,10.0,49.0630074888,3.5122782761
2485,Missy-aux-Bois,Hauts-de-France,6,4,3.0,0.0,49.3349407256,3.24662970633
2486,Missy-lès-Pierrepont,Hauts-de-France,2,2,2.0,1.0,49.6279354887,3.7841954065
2487,Missy-sur-Aisne,Hauts-de-France,65,13,65.0,10.0,49.3855898418,3.43829672684
2488,Molain,Hauts-de-France,16,5,16.0,0.0,50.03359227,3.52985658168
2489,Molinchart,Hauts-de-France,16,5,21.0,4.0,49.5624802928,3.53979641476
2490,Monampteuil,Hauts-de-France,9,4,11.0,4.0,49.4760084468,3.57360176783
2491,Monceau-le-Neuf-et-Faucouzy,Hauts-de-France,20,8,17.0,10.0,49.7845792788,3.63110860935
2492,Monceau-lès-Leups,Hauts-de-France,27,10,39.0,8.0,49.6617789272,3.48549133203
2493,Monceau-le-Waast,Hauts-de-France,17,11,20.0,6.0,49.6217435488,3.71656668597
2494,Monceau-sur-Oise,Hauts-de-France,8,7,9.0,6.0,49.9097732744,3.69947432588
2495,Mondrepuis,Hauts-de-France,63,25,63.0,21.0,49.9637441269,4.05128113518
2496,Monnes,Hauts-de-France,4,2,6.0,0.0,49.1458358775,3.22861820737
2497,Mons-en-Laonnois,Hauts-de-France,83,32,84.0,10.0,49.5379451828,3.55478457954
2498,Montaigu,Hauts-de-France,49,15,56.0,10.0,49.5531328831,3.84439779259
2499,Montbavin,Hauts-de-France,4,1,4.0,2.0,49.5295376592,3.51319789821
2500,Montbrehain,Hauts-de-France,50,33,42.0,20.0,49.9642449609,3.35609147368
2501,Montchâlons,Hauts-de-France,10,2,7.0,0.0,49.5131917425,3.72718965805
2502,Montcornet,Hauts-de-France,101,49,95.0,24.0,49.6890129328,4.02915061151
2503,Mont-d'Origny,Hauts-de-France,62,19,70.0,14.0,49.8514997521,3.52673568406
2504,Montescourt-Lizerolles,Hauts-de-France,106,50,67.0,29.0,49.7360396205,3.26188923395
2505,Montfaucon,Hauts-de-France,8,9,13.0,6.0,48.9466694844,3.43192398845
2506,Montgobert,Hauts-de-France,14,4,13.0,4.0,49.289626635,3.17404129063
2507,Montgru-Saint-Hilaire,Hauts-de-France,2,1,1.0,0.0,49.1768851038,3.32722209943
2508,Monthenault,Hauts-de-France,13,6,13.0,3.0,49.4892743465,3.65592404446
2509,Monthiers,Hauts-de-France,9,1,11.0,2.0,49.1085987235,3.29437776654
2510,Monthurel,Hauts-de-France,9,5,5.0,3.0,49.0275310805,3.55187396803
2511,Montigny-en-Arrouaise,Hauts-de-France,16,8,9.0,2.0,49.9120067618,3.48306674241
2512,Montigny-l'Allier,Hauts-de-France,18,7,16.0,4.0,49.1221418457,3.10744372815
2513,Montigny-le-Franc,Hauts-de-France,15,5,15.0,1.0,49.6874788196,3.9183982393
2514,Montigny-Lengrain,Hauts-de-France,32,15,35.0,6.0,49.3726900463,3.09924630011
2515,Montigny-lès-Condé,Hauts-de-France,4,1,9.0,0.0,48.9830055534,3.56635546224
2516,Montigny-sous-Marle,Hauts-de-France,9,1,6.0,2.0,49.7411090858,3.80397947574
2517,Montigny-sur-Crécy,Hauts-de-France,25,5,17.0,4.0,49.7149248587,3.58368023998
2518,Montlevon,Hauts-de-France,16,12,20.0,9.0,48.9627005485,3.51543798042
2519,Montloué,Hauts-de-France,12,4,14.0,3.0,49.6682396007,4.06275825607
2520,Mont-Notre-Dame,Hauts-de-France,55,15,51.0,8.0,49.2921467742,3.5821661713
2521,Montreuil-aux-Lions,Hauts-de-France,71,33,73.0,22.0,49.0264607134,3.19454438663
2522,Mont-Saint-Jean,Hauts-de-France,5,2,6.0,1.0,49.7932196838,4.21125667983
2523,Mont-Saint-Martin,Hauts-de-France,4,3,4.0,0.0,49.2747967442,3.64275042996
2524,Mont-Saint-Père,Hauts-de-France,46,19,40.0,14.0,49.0816980947,3.47715449247
2525,Morcourt,Hauts-de-France,63,14,47.0,9.0,49.8759595448,3.33400206098
2526,Morgny-en-Thiérache,Hauts-de-France,10,6,8.0,3.0,49.7544947391,4.07631392389
2527,Morsain,Hauts-de-France,22,16,24.0,6.0,49.4616807631,3.19122405616
2528,Mortefontaine,Hauts-de-France,19,4,23.0,4.0,49.3362768244,3.08053479514
2529,Mortiers,Hauts-de-France,12,9,9.0,3.0,49.6934508264,3.66411841593
2530,Moulins,Hauts-de-France,7,2,6.0,3.0,49.4198471298,3.67884923026
2531,Moussy-Verneuil,Hauts-de-France,8,7,6.0,4.0,49.4126815323,3.63718132987
2532,Moÿ-de-l'Aisne,Hauts-de-France,68,50,69.0,21.0,49.750274961,3.35100553228
2533,Muret-et-Crouttes,Hauts-de-France,7,8,6.0,3.0,49.2781417953,3.43464742094
2534,Muscourt,Hauts-de-France,5,0,8.0,0.0,49.3595795698,3.74350239233
2535,Nampcelles-la-Cour,Hauts-de-France,11,2,11.0,2.0,49.7765756098,4.00209910519
2536,Nampteuil-sous-Muret,Hauts-de-France,7,2,9.0,1.0,49.3051403969,3.43398003516
2537,Nanteuil-la-Fosse,Hauts-de-France,6,4,5.0,3.0,49.4338010814,3.44800041437
2538,Nanteuil-Notre-Dame,Hauts-de-France,5,1,6.0,1.0,49.1907421685,3.41207163018
2539,Nauroy,Hauts-de-France,43,16,42.0,8.0,49.9508154668,3.25861980976
2540,Nesles-la-Montagne,Hauts-de-France,79,32,80.0,19.0,48.9997837313,3.44587892818
2541,Neufchâtel-sur-Aisne,Hauts-de-France,28,9,27.0,6.0,49.4367296826,4.0236471269
2542,Neuflieux,Hauts-de-France,6,1,8.0,1.0,49.6163788231,3.15996849471
2543,Neuilly-Saint-Front,Hauts-de-France,141,90,140.0,36.0,49.1626366671,3.26436269893
2544,Neuve-Maison,Hauts-de-France,37,12,36.0,6.0,49.9286429779,4.04086730255
2545,La Neuville-Bosmont,Hauts-de-France,10,5,9.0,1.0,49.7145039747,3.83367274994
2546,La Neuville-en-Beine,Hauts-de-France,7,4,10.0,5.0,49.6762298475,3.15600362361
2547,La Neuville-Housset,Hauts-de-France,5,0,4.0,2.0,49.7881379377,3.73171627307
2548,La Neuville-lès-Dorengt,Hauts-de-France,34,9,35.0,4.0,49.983064353,3.68565926181
2549,Neuville-Saint-Amand,Hauts-de-France,86,27,85.0,9.0,49.8206477091,3.33360991741
2550,Neuville-sur-Ailette,Hauts-de-France,11,2,10.0,0.0,49.4695141414,3.69819946444
2551,Neuville-sur-Margival,Hauts-de-France,2,2,2.0,2.0,49.4548729773,3.3986658815
2552,Neuvillette,Hauts-de-France,8,7,5.0,5.0,49.8554002239,3.46831298648
2553,Nizy-le-Comte,Hauts-de-France,20,6,17.0,3.0,49.574361853,4.03064818206
2554,Nogentel,Hauts-de-France,92,47,77.0,29.0,49.0140758623,3.40340404208
2555,Nogent-l'Artaud,Hauts-de-France,133,133,125.0,60.0,48.9426222247,3.332802902
2556,Noircourt,Hauts-de-France,5,3,4.0,3.0,49.6691648747,4.09433809595
2557,Noroy-sur-Ourcq,Hauts-de-France,9,4,2.0,3.0,49.2041824443,3.20698565652
2558,Le Nouvion-en-Thiérache,Hauts-de-France,205,169,168.0,75.0,50.0086867152,3.80929288198
2559,Nouvion-et-Catillon,Hauts-de-France,31,11,35.0,9.0,49.7075667391,3.49359729343
2559,Nouvion-et-Catillon,Hauts-de-France,31,11,35.0,9.0,49.7075667391,3.49359729343
2560,Nouvion-le-Comte,Hauts-de-France,20,7,22.0,5.0,49.7079830783,3.46084868911
2561,Nouvion-le-Vineux,Hauts-de-France,18,3,19.0,2.0,49.5092763308,3.605351266
2562,Nouvron-Vingré,Hauts-de-France,8,2,13.0,2.0,49.4333492,3.18803179842
2563,Noyales,Hauts-de-France,15,5,8.0,6.0,49.9082559491,3.53848565514
2564,Noyant-et-Aconin,Hauts-de-France,41,8,41.0,6.0,49.3319620657,3.33416303776
2565,Œuilly,Hauts-de-France,13,8,12.0,2.0,49.3928856944,3.68222741301
2566,Ognes,Hauts-de-France,122,34,114.0,30.0,49.6136864694,3.19142372904
2567,Ohis,Hauts-de-France,25,5,24.0,5.0,49.9184307239,4.01170912127
2568,Oigny-en-Valois,Hauts-de-France,14,6,14.0,0.0,49.2137237953,3.1302728623
2569,Oisy,Hauts-de-France,30,16,28.0,8.0,50.0229089259,3.65273893683
2570,Ollezy,Hauts-de-France,9,2,7.0,4.0,49.729996536,3.14607261695
2571,Omissy,Hauts-de-France,54,23,46.0,14.0,49.8804267246,3.29788036707
2572,Orainville,Hauts-de-France,26,14,29.0,4.0,49.3759679828,4.01565856496
2573,Orgeval,Hauts-de-France,9,1,9.0,1.0,49.5041140764,3.70337016497
2574,Origny-en-Thiérache,Hauts-de-France,118,122,103.0,43.0,49.8861904623,4.01101149757
2575,Origny-Sainte-Benoite,Hauts-de-France,125,56,96.0,28.0,49.8268502674,3.52909324665
2576,Osly-Courtil,Hauts-de-France,18,10,23.0,3.0,49.3995301311,3.23736511582
2577,Ostel,Hauts-de-France,8,3,5.0,3.0,49.4299692983,3.56538871192
2578,Oulches-la-Vallée-Foulon,Hauts-de-France,6,1,8.0,0.0,49.4311311984,3.73966290896
2579,Oulchy-la-Ville,Hauts-de-France,8,6,6.0,2.0,49.2098503819,3.34062520679
2580,Oulchy-le-Château,Hauts-de-France,67,37,57.0,25.0,49.2070701806,3.38202413773
2580,Oulchy-le-Château,Hauts-de-France,67,37,57.0,25.0,49.2070701806,3.38202413773
2581,Paars,Hauts-de-France,21,3,16.0,2.0,49.3302779346,3.60267922049
2582,Paissy,Hauts-de-France,6,2,4.0,2.0,49.4263466952,3.7014989195
2583,Pancy-Courtecon,Hauts-de-France,2,5,6.0,0.0,49.4606885919,3.64987795196
2584,Papleux,Hauts-de-France,9,1,7.0,1.0,50.0169167744,3.88023781289
2585,Parcy-et-Tigny,Hauts-de-France,11,4,12.0,4.0,49.2703704352,3.32906709704
2586,Parfondeval,Hauts-de-France,13,10,14.0,8.0,49.7443573688,4.16145285338
2587,Parfondru,Hauts-de-France,28,11,26.0,9.0,49.5385213412,3.70351915315
2588,Pargnan,Hauts-de-France,9,1,9.0,2.0,49.3942391486,3.70308940891
2589,Pargny-Filain,Hauts-de-France,17,6,14.0,2.0,49.4629055692,3.53929108659
2590,Pargny-la-Dhuys,Hauts-de-France,9,9,16.0,5.0,48.9545509576,3.56357370593
2591,Pargny-les-Bois,Hauts-de-France,10,5,9.0,1.0,49.7323072713,3.61788330529
2592,Parpeville,Hauts-de-France,17,9,11.0,6.0,49.7943758027,3.56422835389
2593,Pasly,Hauts-de-France,114,33,115.0,26.0,49.4022800131,3.29799527999
2594,Passy-en-Valois,Hauts-de-France,3,3,5.0,0.0,49.1621618332,3.18418881622
2595,Passy-sur-Marne,Hauts-de-France,7,6,4.0,3.0,49.0663377762,3.57438808256
2596,Pavant,Hauts-de-France,51,22,43.0,11.0,48.9528924605,3.28390382889
2598,Pernant,Hauts-de-France,55,17,60.0,15.0,49.3756522114,3.23031459047
2599,Pierremande,Hauts-de-France,25,11,26.0,4.0,49.566550412,3.25836777343
2600,Pierrepont,Hauts-de-France,30,14,27.0,9.0,49.6482784601,3.78777546723
2601,Pignicourt,Hauts-de-France,5,3,6.0,2.0,49.4091910952,4.0300596148
2602,Pinon,Hauts-de-France,135,63,117.0,48.0,49.488480349,3.46156583024
2604,Pithon,Hauts-de-France,6,6,4.0,3.0,49.7562365167,3.10422093946
2605,Pleine-Selve,Hauts-de-France,12,3,12.0,5.0,49.7965883398,3.5260425643
2606,Le Plessier-Huleu,Hauts-de-France,3,2,6.0,1.0,49.2388752756,3.34814266149
2607,Ploisy,Hauts-de-France,6,1,7.0,1.0,49.330941238,3.27456677749
2608,Plomion,Hauts-de-France,34,35,37.0,15.0,49.8188816623,4.01999597737
2609,Ployart-et-Vaurseine,Hauts-de-France,2,0,4.0,0.0,49.493253698,3.74014252866
2610,Pommiers,Hauts-de-France,61,21,66.0,10.0,49.3921873782,3.27884937169
2612,Pont-Arcy,Hauts-de-France,8,4,6.0,4.0,49.391846031,3.62003836186
2613,Pontavert,Hauts-de-France,38,10,42.0,5.0,49.4176198194,3.82051815377
2614,Pontru,Hauts-de-France,15,12,22.0,4.0,49.921599489,3.20120191987
2615,Pontruet,Hauts-de-France,19,4,23.0,5.0,49.9148506173,3.2294738031
2616,Pont-Saint-Mard,Hauts-de-France,7,10,12.0,7.0,49.493979148,3.27934093822
2617,Pouilly-sur-Serre,Hauts-de-France,39,10,35.0,6.0,49.6778615755,3.58559308314
2618,Prémont,Hauts-de-France,44,18,44.0,14.0,50.0143067533,3.39725258008
